11440 0.00000000
11450 0.00000000
11460 0.00000000
11470 0.00754025
11480 0.00968607
11490 0.0125635
11500 0.0115078
11510 0.0163346
11520 0.0210056
11530 0.0222683
11540 0.0229972
11550 0.0260122
11560 0.0334023
11570 0.0347475
11580 0.0428222
11590 0.0479995
11600 0.0562837
11610 0.0608616
11620 0.0755254
11630 0.0880805
11640 0.103375
11650 0.115955
11660 0.135993
11670 0.160112
11680 0.188329
11690 0.219301
11700 0.256459
11710 0.296975
11720 0.335478
11730 0.385795
11740 0.432836
11750 0.483442
11760 0.532142
11770 0.573791
11780 0.625462
11790 0.668015
11800 0.705557
11810 0.728187
11820 0.753497
11830 0.769911
11840 0.783373
11850 0.783953
11860 0.775806
11870 0.772444
11880 0.761754
11890 0.751414
11900 0.743387
11910 0.725795
11920 0.709442
11930 0.702817
11940 0.682809
11950 0.666626
11960 0.650418
11970 0.63756
11980 0.618847
11990 0.600051
12000 0.575243
12010 0.5769
12020 0.558446
12030 0.543038
12040 0.528851
12050 0.51687
12060 0.504569
12070 0.493113
12080 0.481544
12090 0.469287
12100 0.460701
12110 0.450824
12120 0.441049
12130 0.431941
12140 0.42455
12150 0.418238
12160 0.416745
12170 0.411985
12180 0.411035
12190 0.406215
12200 0.402048
12210 0.399728
12220 0.393861
12230 0.400358
12240 0.407255
12250 0.410037
12260 0.413616
12270 0.416714
12280 0.425035
12290 0.433415
12300 0.437849
12310 0.44741
12320 0.457596
12330 0.465867
12340 0.479095
12350 0.494094
12360 0.507656
12370 0.522542
12380 0.536503
12390 0.553179
12400 0.571953
12410 0.590625
12420 0.607821
12430 0.630639
12440 0.649235
12450 0.666036
12460 0.683057
12470 0.701619
12480 0.722853
12490 0.737898
12500 0.75303
12510 0.76936
12520 0.782125
12530 0.791616
12540 0.805216
12550 0.810252
12560 0.815459
12570 0.821332
12580 0.826445
12590 0.832282
12600 0.831135
12610 0.83065
12620 0.832696
12630 0.831197
12640 0.830058
12650 0.828156
12660 0.826032
12670 0.82635
12680 0.825338
12690 0.82409
12700 0.822557
12710 0.823057
12720 0.822621
12730 0.825153
12740 0.825601
12750 0.824324
12760 0.829975
12770 0.832179
12780 0.831533
12790 0.837006
12800 0.83965
12810 0.844575
12820 0.847921
12830 0.852084
12840 0.855618
12850 0.857884
12860 0.861868
12870 0.86479
12880 0.868931
12890 0.871635
12900 0.87458
12910 0.874166
12920 0.8749
12930 0.876142
12940 0.878576
12950 0.877205
12960 0.872767
12970 0.874221
12980 0.876317
12990 0.875654
13000 0.872978
13010 0.874057
13020 0.873225
13030 0.872416
13040 0.873374
13050 0.869991
13060 0.869931
13070 0.867566
13080 0.868278
13090 0.868203
13100 0.868013
13110 0.870733
13120 0.871506
13130 0.872342
13140 0.875078
13150 0.87545
13160 0.875102
13170 0.874958
13180 0.878914
13190 0.880714
13200 0.882855
13210 0.886152
13220 0.889494
13230 0.891258
13240 0.890156
13250 0.890491
13260 0.89031
13270 0.887984
13280 0.880314
13290 0.881999
13300 0.881849
13310 0.881751
13320 0.877139
13330 0.868832
13340 0.859891
13350 0.866768
13360 0.861307
13370 0.849043
13380 0.84821
13390 0.842921
13400 0.837568
13410 0.835415
13420 0.829573
13430 0.821456
13440 0.818427
13450 0.814118
13460 0.806684
13470 0.807702
13480 0.811777
13490 0.805567
13500 0.803036
13510 0.801655
13520 0.805408
13530 0.810122
13540 0.815773
13550 0.824695
13560 0.829086
13570 0.834301
13580 0.840232
13590 0.839976
13600 0.837967
13610 0.840788
13620 0.845631
13630 0.822921
13640 0.809779
13650 0.801756
13660 0.768523
13670 0.743298
13680 0.716459
13690 0.673464
13700 0.632019
13710 0.590803
13720 0.538025
13730 0.493694
13740 0.450113
13750 0.407968
13760 0.365131
13770 0.326036
13780 0.288312
13790 0.253465
13800 0.22406
13810 0.199359
13820 0.173061
13830 0.154423
13840 0.134319
13850 0.11886
13860 0.103453
13870 0.0917155
13880 0.0824808
13890 0.0725868
13900 0.0634815
13910 0.0570092
13920 0.0506409
13930 0.0446134
13940 0.0403105
13950 0.0369584
13960 0.0321747
13970 0.0282098
13980 0.0261539
13990 0.023887
14000 0.0214229
14010 0.0191964
14020 0.0167072
14030 0.0150123
14040 0.0141415
14050 0.0135531
14060 0.0122353
14070 0.0112443
14080 0.00974722
14090 0.00851915
14100 0.00797547
14110 0.00713331
14120 0.00713125
14130 0.0059803
14140 0.00541465
14150 0.00504641
14160 0.00000000
14170 0.00000000
14180 0.00000000
14190 0.00000000
