11100 0
11120 0
11140 0
11160 0
11180 0.000478
11200 0.000555
11220 0.000752
11240 0.000971
11260 0.001207
11280 0.001463
11300 0.00167
11320 0.001753
11340 0.001886
11360 0.002073
11380 0.002296
11400 0.002659
11420 0.003284
11440 0.004052
11460 0.005501
11480 0.007663
11500 0.011302
11520 0.017735
11540 0.028116
11560 0.045719
11580 0.072791
11600 0.108201
11620 0.149444
11640 0.191207
11660 0.235865
11680 0.289177
11700 0.355625
11720 0.443059
11740 0.548805
11760 0.656935
11780 0.752554
11800 0.815913
11820 0.845328
11840 0.853701
11860 0.853158
11880 0.851736
11900 0.853019
11920 0.856153
11940 0.859981
11960 0.862966
11980 0.864196
12000 0.864237
12020 0.864056
12040 0.863677
12060 0.864148
12080 0.865706
12100 0.866743
12120 0.868635
12140 0.869411
12160 0.869803
12180 0.86988
12200 0.869316
12220 0.869539
12240 0.869842
12260 0.869971
12280 0.871873
12300 0.873474
12320 0.875949
12340 0.878526
12360 0.88058
12380 0.882846
12400 0.884351
12420 0.885566
12440 0.885961
12460 0.885684
12480 0.884337
12500 0.882672
12520 0.880362
12540 0.877743
12560 0.875246
12580 0.873524
12600 0.873107
12620 0.873764
12640 0.875668
12660 0.878618
12680 0.882321
12700 0.88656
12720 0.89031
12740 0.893591
12760 0.895899
12780 0.897001
12800 0.897292
12820 0.896468
12840 0.89469
12860 0.892532
12880 0.890136
12900 0.888268
12920 0.88677
12940 0.88604
12960 0.885923
12980 0.886755
13000 0.888283
13020 0.890584
13040 0.892712
13060 0.89437
13080 0.896406
13100 0.899113
13120 0.902487
13140 0.905978
13160 0.907114
13180 0.899771
13200 0.869434
13220 0.802397
13240 0.689524
13260 0.541889
13280 0.399094
13300 0.276557
13320 0.187544
13340 0.127725
13360 0.087502
13380 0.06171
13400 0.04457
13420 0.032723
13440 0.024888
13460 0.019264
13480 0.015124
13500 0.012211
13520 0.009977
13540 0.008201
13560 0.006856
13580 0.005736
13600 0.004856
13620 0.004063
13640 0.003332
13660 0.002718
13680 0.002272
13700 0.001885
13720 0.001531
13740 0.001216
13760 0.001028
13780 0.00089
13800 0.000705
13820 0.000617
13840 0.000542
13860 0.00059
13880 0.000461
13900 0
13920 0
13940 0
13960 0
13980 0
