A	gBand	rBand	iBand	zBand	JBand	HBand	KBand
1364	0.00000	0.00000	0.00000	0.00000	0.14590	0.00000	0.00010
1365	0.00000	0.00000	0.00000	0.00000	0.13520	0.00000	0.00010
1366	0.00000	0.00000	0.00000	0.00000	0.12540	0.00000	0.00010
1367	0.00000	0.00000	0.00000	0.00000	0.11590	0.00000	0.00010
1368	0.00000	0.00000	0.00000	0.00000	0.10700	0.00000	0.00020
1369	0.00000	0.00000	0.00000	0.00000	0.09890	0.00000	0.00030
1370	0.00000	0.00000	0.00000	0.00000	0.09150	0.00000	0.00030
1371	0.00000	0.00000	0.00000	0.00000	0.08480	0.00000	0.00030
1372	0.00000	0.00000	0.00000	0.00000	0.07800	0.00000	0.00040
1373	0.00000	0.00000	0.00000	0.00000	0.07160	0.00000	0.00050
1374	0.00000	0.00000	0.00000	0.00000	0.06580	0.00000	0.00050
1375	0.00000	0.00000	0.00000	0.00000	0.06100	0.00000	0.00030
1376	0.00000	0.00000	0.00000	0.00000	0.05680	0.00000	0.00000
1377	0.00000	0.00000	0.00000	0.00000	0.05300	0.00000	-0.00010
1378	0.00000	0.00000	0.00000	0.00000	0.04920	0.00000	0.00000
1379	0.00000	0.00000	0.00000	0.00000	0.04540	0.00000	0.00020
1380	0.00000	0.00000	0.00000	0.00000	0.04180	0.00000	0.00050
1381	0.00000	0.00000	0.00000	0.00000	0.03900	0.00000	0.00070
1382	0.00000	0.00000	0.00000	0.00000	0.03670	0.00000	0.00070
1383	0.00000	0.00000	0.00000	0.00000	0.03420	0.00000	0.00060
1384	0.00000	0.00000	0.00000	0.00000	0.03160	0.00000	0.00060
1385	0.00000	0.00000	0.00000	0.00000	0.02920	0.00000	0.00070
1386	0.00000	0.00000	0.00000	0.00000	0.02700	0.00000	0.00090
1387	0.00000	0.00000	0.00000	0.00000	0.02500	0.00000	0.00090
1388	0.00000	0.00000	0.00000	0.00000	0.02340	0.00000	0.00070
1389	0.00000	0.00000	0.00000	0.00000	0.02260	0.00000	0.00060
1390	0.00000	0.00000	0.00000	0.00000	0.02150	0.00000	0.00040
1391	0.00000	0.00000	0.00000	0.00000	0.01970	0.00000	0.00040
1392	0.00000	0.00000	0.00000	0.00000	0.01770	0.00000	0.00070
1393	0.00000	0.00000	0.00000	0.00000	0.01660	0.00000	0.00110
1394	0.00000	0.00000	0.00000	0.00000	0.01640	0.00000	0.00110
1395	0.00000	0.00000	0.00000	0.00000	0.01570	0.00000	0.00070
1396	0.00000	0.00000	0.00000	0.00000	0.01420	0.00000	0.00050
1397	0.00000	0.00000	0.00000	0.00000	0.01300	0.00000	0.00060
1398	0.00000	0.00000	0.00000	0.00000	0.01240	0.00000	0.00090
1399	0.00000	0.00000	0.00000	0.00000	0.01180	0.00000	0.00090
1400	0.00000	0.00000	0.00000	0.00000	0.01110	0.00000	0.00070
1401	0.00000	0.00000	0.00000	0.00000	0.01050	0.00000	0.00060
1402	0.00000	0.00000	0.00000	0.00000	0.01010	0.00000	0.00060
1403	0.00000	0.00000	0.00000	0.00000	0.01000	0.00000	0.00070
1404	0.00000	0.00000	0.00000	0.00000	0.00940	0.00000	0.00060
1405	0.00000	0.00000	0.00000	0.00000	0.00840	0.00000	0.00060
1406	0.00000	0.00000	0.00000	0.00000	0.00750	0.00000	0.00060
1407	0.00000	0.00000	0.00000	0.00000	0.00740	0.00000	0.00060
1408	0.00000	0.00000	0.00000	0.00000	0.00740	0.00000	0.00050
1409	0.00000	0.00000	0.00000	0.00000	0.00710	0.00000	0.00040
1410	0.00000	0.00000	0.00000	0.00000	0.00640	0.00000	0.00040
1411	0.00000	0.00000	0.00000	0.00000	0.00600	0.00000	0.00040
1412	0.00000	0.00000	0.00000	0.00000	0.00590	0.00000	0.00040
1413	0.00000	0.00000	0.00000	0.00000	0.00580	0.00000	0.00040
1414	0.00000	0.00000	0.00000	0.00000	0.00560	0.00000	0.00030
1415	0.00000	0.00000	0.00000	0.00000	0.00510	0.00000	0.00030
1416	0.00000	0.00000	0.00000	0.00000	0.00470	0.00000	0.00040
1417	0.00000	0.00000	0.00000	0.00000	0.00450	0.00000	0.00040
1418	0.00000	0.00000	0.00000	0.00000	0.00420	0.00000	0.00030
1419	0.00000	0.00000	0.00000	0.00000	0.00400	0.00000	0.00030
1420	0.00000	0.00000	0.00000	0.00000	0.00390	0.00000	0.00030
1421	0.00000	0.00000	0.00000	0.00000	0.00370	0.00000	0.00030
1422	0.00000	0.00000	0.00000	0.00000	0.00360	0.00000	0.00030
1423	0.00000	0.00000	0.00000	0.00000	0.00350	0.00000	0.00030
1424	0.00000	0.00000	0.00000	0.00000	0.00350	0.00000	0.00030
1425	0.00000	0.00000	0.00000	0.00000	0.00340	0.00000	0.00030
1426	0.00000	0.00000	0.00000	0.00000	0.00340	0.00000	0.00030
1427	0.00000	0.00000	0.00000	0.00000	0.00320	0.00000	0.00030
1428	0.00000	0.00000	0.00000	0.00000	0.00310	0.00000	0.00030
1429	0.00000	0.00000	0.00000	0.00000	0.00280	0.00000	0.00030
1430	0.00000	0.00000	0.00000	0.00000	0.00250	0.00000	0.00030
1431	0.00000	0.00000	0.00000	0.00000	0.00240	0.00000	0.00030
1432	0.00000	0.00000	0.00000	0.00000	0.00240	0.00000	0.00030
1433	0.00000	0.00000	0.00000	0.00000	0.00220	0.00000	0.00030
1434	0.00000	0.00000	0.00000	0.00000	0.00210	0.00000	0.00030
1435	0.00000	0.00000	0.00000	0.00000	0.00210	0.00000	0.00030
1436	0.00000	0.00000	0.00000	0.00000	0.00210	0.00010	0.00030
1437	0.00000	0.00000	0.00000	0.00000	0.00210	0.00010	0.00030
1438	0.00000	0.00000	0.00000	0.00000	0.00220	0.00010	0.00040
1439	0.00000	0.00000	0.00000	0.00000	0.00210	0.00010	0.00040
1440	0.00000	0.00000	0.00000	0.00000	0.00180	0.00010	0.00040
1441	0.00000	0.00000	0.00000	0.00000	0.00160	0.00010	0.00040
1442	0.00000	0.00000	0.00000	0.00000	0.00160	0.00010	0.00040
1443	0.00000	0.00000	0.00000	0.00000	0.00160	0.00010	0.00050
1444	0.00000	0.00000	0.00000	0.00000	0.00160	0.00010	0.00050
1445	0.00000	0.00000	0.00000	0.00000	0.00150	0.00010	0.00050
1446	0.00000	0.00000	0.00000	0.00000	0.00140	0.00010	0.00060
1447	0.00000	0.00000	0.00000	0.00000	0.00140	0.00020	0.00070
1448	0.00000	0.00000	0.00000	0.00000	0.00150	0.00020	0.00070
1449	0.00000	0.00000	0.00000	0.00000	0.00150	0.00020	0.00080
1450	0.00000	0.00000	0.00000	0.00000	0.00150	0.00020	0.00090
1451	0.00000	0.00000	0.00000	0.00000	0.00150	0.00020	0.00100
1452	0.00000	0.00000	0.00000	0.00000	0.00150	0.00030	0.00120
1453	0.00000	0.00000	0.00000	0.00000	0.00140	0.00030	0.00130
1454	0.00000	0.00000	0.00000	0.00000	0.00110	0.00030	0.00150
1455	0.00000	0.00000	0.00000	0.00000	0.00100	0.00030	0.00180
1456	0.00000	0.00000	0.00000	0.00000	0.00110	0.00040	0.00200
1457	0.00000	0.00000	0.00000	0.00000	0.00110	0.00040	0.00240
1458	0.00000	0.00000	0.00000	0.00000	0.00110	0.00040	0.00280
1459	0.00000	0.00000	0.00000	0.00000	0.00110	0.00040	0.00330
1460	0.00000	0.00000	0.00000	0.00000	0.00110	0.00040	0.00400
1461	0.00000	0.00000	0.00000	0.00000	0.00080	0.00050	0.00480
1462	0.00000	0.00000	0.00000	0.00000	0.00080	0.00050	0.00590
1463	0.00000	0.00000	0.00000	0.00000	0.00080	0.00050	0.00720
1464	0.00000	0.00000	0.00000	0.00000	0.00090	0.00050	0.00880
1465	0.00000	0.00000	0.00000	0.00000	0.00070	0.00040	0.01090
1466	0.00000	0.00000	0.00000	0.00000	0.00080	0.00040	0.01340
1467	0.00000	0.00000	0.00000	0.00000	0.00070	0.00030	0.01640
1468	0.00000	0.00000	0.00000	0.00000	0.00060	0.00030	0.02020
1469	0.00000	0.00000	0.00000	0.00000	0.00050	0.00020	0.02430
1470	0.00000	0.00000	0.00000	0.00000	0.00050	0.00020	0.02870
1471	0.00000	0.00000	0.00000	0.00000	0.00050	0.00020	0.03290
1472	0.00000	0.00000	0.00000	0.00000	0.00060	0.00040	0.03650
1473	0.00000	0.00000	0.00000	0.00000	0.00060	0.00060	0.03900
1474	0.00000	0.00000	0.00000	0.00000	0.00060	0.00100	0.04010
1475	0.00000	0.00000	0.00000	0.00000	0.00060	0.00160	0.03970
1476	0.00000	0.00000	0.00000	0.00000	0.00060	0.00230	0.03750
1477	0.00000	0.00000	0.00000	0.00000	0.00070	0.00310	0.03400
1478	0.00000	0.00000	0.00000	0.00000	0.00070	0.00420	0.02980
1479	0.00000	0.00000	0.00000	0.00000	0.00070	0.00540	0.02520
1480	0.00000	0.00000	0.00000	0.00000	0.00070	0.00680	0.02080
1481	0.00000	0.00000	0.00000	0.00000	0.00060	0.00830	0.01680
1482	0.00000	0.00000	0.00000	0.00000	0.00050	0.01010	0.01350
1483	0.00000	0.00000	0.00000	0.00000	0.00040	0.01210	0.01070
1484	0.00000	0.00000	0.00000	0.00000	0.00040	0.01430	0.00850
1485	0.00000	0.00000	0.00000	0.00000	0.00040	0.01670	0.00680
1486	0.00000	0.00000	0.00000	0.00000	0.00040	0.01950	0.00540
1487	0.00000	0.00000	0.00000	0.00000	0.00040	0.02270	0.00440
1488	0.00000	0.00000	0.00000	0.00000	0.00050	0.02620	0.00350
1489	0.00000	0.00000	0.00000	0.00000	0.00050	0.03010	0.00290
1490	0.00000	0.00000	0.00000	0.00000	0.00050	0.03460	0.00240
1491	0.00000	0.00000	0.00000	0.00000	0.00050	0.03950	0.00200
1492	0.00000	0.00000	0.00000	0.00000	0.00040	0.04490	0.00160
1493	0.00000	0.00000	0.00000	0.00000	0.00030	0.05110	0.00140
1494	0.00000	0.00000	0.00000	0.00000	0.00020	0.05800	0.00120
1495	0.00000	0.00000	0.00000	0.00000	0.00020	0.06550	0.00100
1496	0.00000	0.00000	0.00000	0.00000	0.00020	0.07380	0.00080
1497	0.00000	0.00000	0.00000	0.00000	0.00020	0.08290	0.00070
1498	0.00000	0.00000	0.00000	0.00000	0.00020	0.09290	0.00060
1499	0.00000	0.00000	0.00000	0.00000	0.00030	0.10390	0.00050
1500	0.00000	0.00000	0.00000	0.00000	0.00030	0.11540	0.00050
