# Redshift  MKO->GROND  MMT->GROND  VISTA->GROND  SUBARU->GROND  UKIRT->GROND  FourStar->GROND  SOFI->GROND
9.00  0.233283  0.251368  0.222679  0.242878  0.236106  0.107885  0.019023
9.01  0.232397  0.251240  0.222778  0.243093  0.237125  0.107471  0.018278
9.02  0.231566  0.251066  0.222779  0.243120  0.238029  0.107020  0.017532
9.03  0.230815  0.250837  0.222690  0.242926  0.238673  0.106549  0.016836
9.04  0.230214  0.250551  0.222571  0.242506  0.239085  0.106067  0.016182
9.05  0.229744  0.250199  0.222419  0.241890  0.239274  0.105584  0.015628
9.06  0.229415  0.249774  0.222175  0.241125  0.239222  0.105097  0.015125
9.07  0.229244  0.249285  0.221934  0.240275  0.239048  0.104603  0.014698
9.08  0.229165  0.248733  0.221677  0.239412  0.238768  0.104093  0.014334
9.09  0.229161  0.248123  0.221356  0.238592  0.238285  0.103561  0.014039
9.10  0.229166  0.247469  0.221022  0.237857  0.237775  0.103012  0.013824
9.11  0.229169  0.246772  0.220646  0.237221  0.237150  0.102445  0.013651
9.12  0.229148  0.246042  0.220176  0.236690  0.236495  0.101872  0.013526
9.13  0.229056  0.245282  0.219671  0.236260  0.235878  0.101298  0.013440
9.14  0.228886  0.244500  0.219107  0.235926  0.235339  0.100727  0.013398
9.15  0.228682  0.243700  0.218425  0.235665  0.234790  0.100166  0.013412
9.16  0.228389  0.242893  0.217652  0.235418  0.234316  0.099618  0.013490
9.17  0.228018  0.242078  0.216792  0.235114  0.233978  0.099085  0.013621
9.18  0.227616  0.241265  0.215827  0.234672  0.233732  0.098562  0.013781
9.19  0.227168  0.240454  0.214730  0.234017  0.233569  0.098056  0.013977
9.20  0.226662  0.239655  0.213536  0.233120  0.233540  0.097572  0.014244
9.21  0.226114  0.238867  0.212274  0.231969  0.233576  0.097106  0.014546
9.22  0.225575  0.238104  0.210915  0.230583  0.233704  0.096663  0.014890
9.23  0.225059  0.237365  0.209473  0.229020  0.233887  0.096238  0.015292
9.24  0.224619  0.236659  0.207953  0.227356  0.234072  0.095829  0.015737
9.25  0.224292  0.235981  0.206355  0.225703  0.234303  0.095429  0.016285
9.26  0.224131  0.235336  0.204675  0.224172  0.234516  0.095028  0.016876
9.27  0.224116  0.234708  0.202923  0.222853  0.234698  0.094617  0.017519
9.28  0.224218  0.234097  0.201106  0.221799  0.234804  0.094179  0.018239
9.29  0.224421  0.233489  0.199223  0.221023  0.234740  0.093698  0.018945
9.30  0.224752  0.232892  0.197261  0.220526  0.234511  0.093164  0.019660
9.31  0.225198  0.232304  0.195250  0.220287  0.234128  0.092569  0.020375
9.32  0.225693  0.231731  0.193214  0.220267  0.233558  0.091908  0.021068
9.33  0.226205  0.231181  0.191098  0.220410  0.232784  0.091189  0.021715
9.34  0.226713  0.230651  0.188930  0.220643  0.231923  0.090429  0.022330
9.35  0.227214  0.230146  0.186702  0.220862  0.230840  0.089655  0.022904
9.36  0.227650  0.229660  0.184454  0.220961  0.229579  0.088889  0.023402
9.37  0.227948  0.229189  0.182225  0.220851  0.228390  0.088154  0.023831
9.38  0.228111  0.228723  0.180069  0.220482  0.227195  0.087468  0.024235
9.39  0.228108  0.228244  0.178060  0.219838  0.225955  0.086841  0.024613
9.40  0.227947  0.227736  0.176204  0.218933  0.224821  0.086279  0.024946
9.41  0.227644  0.227185  0.174583  0.217808  0.223946  0.085787  0.025267
9.42  0.227198  0.226568  0.173250  0.216524  0.223156  0.085375  0.025595
9.43  0.226596  0.225869  0.172307  0.215150  0.222733  0.085046  0.025948
9.44  0.225827  0.225072  0.171722  0.213735  0.222686  0.084805  0.026368
9.45  0.224866  0.224164  0.171376  0.212301  0.222894  0.084644  0.026852
9.46  0.223687  0.223132  0.171183  0.210836  0.223203  0.084557  0.027366
9.47  0.222285  0.221967  0.171042  0.209308  0.223500  0.084527  0.027931
9.48  0.220656  0.220661  0.170884  0.207676  0.223665  0.084543  0.028519
9.49  0.218782  0.219212  0.170681  0.205914  0.223662  0.084580  0.029146
9.50  0.216658  0.217620  0.170487  0.204011  0.223535  0.084620  0.029783
9.51  0.214312  0.215886  0.170310  0.201965  0.223208  0.084647  0.030461
9.52  0.211756  0.214013  0.170098  0.199770  0.222555  0.084650  0.031190
9.53  0.209006  0.212002  0.169818  0.197418  0.221534  0.084625  0.031974
9.54  0.206051  0.209847  0.169470  0.194897  0.220160  0.084565  0.032796
9.55  0.202921  0.207547  0.169061  0.192194  0.218411  0.084468  0.033640
9.56  0.199679  0.205100  0.168589  0.189317  0.216364  0.084338  0.034514
9.57  0.196314  0.202501  0.168065  0.186283  0.214015  0.084180  0.035436
9.58  0.192827  0.199752  0.167519  0.183129  0.211388  0.084001  0.036394
9.59  0.189247  0.196844  0.166947  0.179912  0.208415  0.083801  0.037413
9.60  0.185560  0.193774  0.166348  0.176692  0.205131  0.083577  0.038465
9.61  0.181754  0.190533  0.165727  0.173526  0.201589  0.083332  0.039568
9.62  0.177842  0.187116  0.165073  0.170454  0.197800  0.083067  0.040690
9.63  0.173809  0.183517  0.164351  0.167496  0.193789  0.082788  0.041876
9.64  0.169612  0.179740  0.163543  0.164654  0.189575  0.082507  0.043106
9.65  0.165246  0.175790  0.162663  0.161918  0.185152  0.082237  0.044391
9.66  0.160672  0.171675  0.161708  0.159266  0.180599  0.081989  0.045725
9.67  0.155917  0.167412  0.160678  0.156665  0.176001  0.081772  0.047121
9.68  0.150969  0.163016  0.159533  0.154071  0.171294  0.081589  0.048617
9.69  0.145869  0.158502  0.158207  0.151434  0.166470  0.081444  0.050165
9.70  0.140620  0.153881  0.156673  0.148701  0.161544  0.081343  0.051784
9.71  0.135242  0.149158  0.154959  0.145826  0.156561  0.081283  0.053420
9.72  0.129786  0.144325  0.153071  0.142787  0.151506  0.081251  0.055052
9.73  0.124329  0.139366  0.150965  0.139595  0.146307  0.081245  0.056690
9.74  0.118901  0.134253  0.148643  0.136298  0.140963  0.081263  0.058352
9.75  0.113491  0.128946  0.146072  0.132957  0.135310  0.081305  0.060024
9.76  0.108082  0.123388  0.143267  0.129616  0.129424  0.081372  0.061716
9.77  0.102715  0.117505  0.140234  0.126308  0.123226  0.081469  0.063414
9.78  0.097372  0.111214  0.136933  0.123023  0.116598  0.081595  0.065085
9.79  0.091973  0.104415  0.133333  0.119716  0.109491  0.081746  0.066787
9.80  0.086292  0.096993  0.129412  0.116309  0.101739  0.081919  0.068523
9.81  0.080100  0.088824  0.125188  0.112723  0.093286  0.082120  0.070307
9.82  0.073349  0.079767  0.120659  0.108882  0.084100  0.082348  0.072120
9.83  0.065937  0.069677  0.115807  0.104716  0.074077  0.082596  0.073974
9.84  0.057595  0.058420  0.110587  0.100153  0.063227  0.082856  0.075856
9.85  0.047999  0.045900  0.104956  0.095113  0.051470  0.083116  0.077841
9.86  0.036886  0.032071  0.098925  0.089503  0.038996  0.083366  0.079928
9.87  0.024144  0.016985  0.092480  0.083216  0.025924  0.083605  0.082146
9.88  0.009757  0.000792  0.085584  0.076124  0.012368  0.083840  0.084445
9.89  -0.006126  -0.016254  0.078161  0.068067  -0.001673  0.084080  0.086860
9.90  -0.023205  -0.033809  0.070185  0.058881  -0.016010  0.084335  0.089387
9.91  -0.041026  -0.051480  0.061708  0.048399  -0.030436  0.084624  0.092097
9.92  -0.059049  -0.068858  0.052788  0.036504  -0.044781  0.084974  0.094989
9.93  -0.076704  -0.085558  0.043445  0.023176  -0.058841  0.085416  0.098079
9.94  -0.093512  -0.101245  0.033766  0.008544  -0.072326  0.085986  0.101325
9.95  -0.109094  -0.115651  0.023881  -0.007120  -0.085015  0.086716  0.104790
9.96  -0.123157  -0.128581  0.013910  -0.023394  -0.096676  0.087631  0.108518
9.97  -0.135471  -0.139908  0.003929  -0.039760  -0.107223  0.088741  0.112537
9.98  -0.145938  -0.149562  -0.005998  -0.055679  -0.116558  0.090036  0.116862
9.99  -0.154560  -0.157542  -0.015772  -0.070653  -0.124788  0.091496  0.121531
10.00  -0.161396  -0.163883  -0.025270  -0.084298  -0.131813  0.093078  0.126576
10.01  -0.166530  -0.168651  -0.034366  -0.096354  -0.137683  0.094713  0.132011
10.02  -0.170078  -0.171934  -0.042925  -0.106687  -0.142337  0.096300  0.137840
10.03  -0.172172  -0.173836  -0.050877  -0.115237  -0.145874  0.097710  0.144054
10.04  -0.172942  -0.174467  -0.058131  -0.121995  -0.148405  0.098790  0.150657
10.05  -0.172533  -0.173933  -0.064585  -0.126988  -0.149895  0.099375  0.157628
10.06  -0.171059  -0.172338  -0.070151  -0.130289  -0.150391  0.099299  0.164916
10.07  -0.168598  -0.169780  -0.074767  -0.132003  -0.149942  0.098420  0.172504
10.08  -0.165261  -0.166346  -0.078365  -0.132281  -0.148486  0.096641  0.180301
10.09  -0.161131  -0.162122  -0.080901  -0.131315  -0.146134  0.093930  0.188295
10.10  -0.156283  -0.157188  -0.082386  -0.129303  -0.143000  0.090337  0.196443
10.11  -0.150776  -0.151622  -0.082879  -0.126421  -0.139057  0.085999  0.204686
10.12  -0.144670  -0.145504  -0.082438  -0.122838  -0.134567  0.081121  0.212907
10.13  -0.138038  -0.138902  -0.081097  -0.118675  -0.129452  0.075971  0.220992
10.14  -0.130918  -0.131881  -0.078855  -0.114039  -0.123643  0.070823  0.228915
10.15  -0.123325  -0.124508  -0.075773  -0.109013  -0.117283  0.065932  0.236641
10.16  -0.115316  -0.116856  -0.071976  -0.103641  -0.110410  0.061500  0.244111
10.17  -0.106953  -0.109006  -0.067522  -0.097952  -0.103162  0.057658  0.251189
10.18  -0.098295  -0.101032  -0.062517  -0.091962  -0.095686  0.054482  0.257825
10.19  -0.089439  -0.093000  -0.057070  -0.085696  -0.088036  0.051999  0.264022
10.20  -0.080451  -0.084964  -0.051277  -0.079192  -0.080247  0.050187  0.269814
10.21  -0.071397  -0.076959  -0.045197  -0.072494  -0.072347  0.049008  0.275100
10.22  -0.062352  -0.069021  -0.038884  -0.065632  -0.064333  0.048398  0.279916
10.23  -0.053352  -0.061163  -0.032386  -0.058625  -0.056291  0.048282  0.284205
10.24  -0.044424  -0.053400  -0.025824  -0.051499  -0.048378  0.048573  0.288100
10.25  -0.035661  -0.045754  -0.019273  -0.044285  -0.040602  0.049176  0.291410
10.26  -0.027101  -0.038233  -0.012762  -0.037035  -0.032941  0.050015  0.294201
10.27  -0.018759  -0.030853  -0.006320  -0.029797  -0.025410  0.051026  0.296437
10.28  -0.010698  -0.023630  -0.000001  -0.022597  -0.018112  0.052163  0.298213
10.29  -0.002999  -0.016555  0.006086  -0.015462  -0.011046  0.053393  0.299401
10.30  0.004299  -0.009645  0.011904  -0.008410  -0.004167  0.054685  0.300000
10.31  0.011165  -0.002898  0.017422  -0.001481  0.002399  0.056024  0.299831
10.32  0.017632  0.003694  0.022635  0.005248  0.008697  0.057398  0.299029
10.33  0.023680  0.010104  0.027605  0.011714  0.014747  0.058795  0.297478
10.34  0.029344  0.016353  0.032322  0.017871  0.020557  0.060219  0.295130
10.35  0.034712  0.022427  0.036805  0.023712  0.026164  0.061674  0.291791
10.36  0.039810  0.028315  0.041052  0.029247  0.031536  0.063175  0.287579
10.37  0.044687  0.034025  0.044996  0.034481  0.036557  0.064718  0.282344
10.38  0.049346  0.039515  0.048758  0.039438  0.041506  0.066294  0.276093
10.39  0.053782  0.044784  0.052299  0.044137  0.046120  0.067894  0.268715
10.40  0.058018  0.049808  0.055661  0.048594  0.050478  0.069502  0.260452
10.41  0.062006  0.054559  0.058848  0.052821  0.054594  0.071105  0.251314
10.42  0.065777  0.059056  0.061808  0.056839  0.058422  0.072690  0.241593
10.43  0.069286  0.063273  0.064623  0.060675  0.062187  0.074244  0.231266
10.44  0.072520  0.067243  0.067239  0.064345  0.065655  0.075763  0.220800
10.45  0.075509  0.070972  0.069713  0.067857  0.068899  0.077239  0.210198
10.46  0.078229  0.074468  0.072045  0.071197  0.071876  0.078672  0.199870
10.47  0.080725  0.077762  0.074195  0.074349  0.074562  0.080048  0.189834
10.48  0.082972  0.080835  0.076233  0.077290  0.077241  0.081360  0.180327
10.49  0.085001  0.083706  0.078085  0.080003  0.079616  0.082606  0.171252
10.50  0.086817  0.086358  0.079794  0.082491  0.081670  0.083784  0.162855
10.51  0.088431  0.088795  0.081370  0.084760  0.083535  0.084896  0.155030
10.52  0.089880  0.091027  0.082861  0.086813  0.085274  0.085941  0.147944
10.53  0.091153  0.093040  0.084286  0.088654  0.087023  0.086909  0.141369
10.54  0.092324  0.094856  0.085573  0.090290  0.088489  0.087804  0.135364
10.55  0.093397  0.096476  0.086816  0.091744  0.089775  0.088629  0.129885
10.56  0.094429  0.097941  0.088003  0.093049  0.090849  0.089403  0.124858
10.57  0.095443  0.099284  0.089155  0.094248  0.091948  0.090152  0.120271
10.58  0.096461  0.100541  0.090315  0.095394  0.093145  0.090908  0.116008
10.59  0.097555  0.101749  0.091491  0.096528  0.094314  0.091702  0.112242
10.60  0.098660  0.102948  0.092674  0.097662  0.095436  0.092545  0.108713
10.61  0.099853  0.104162  0.093903  0.098789  0.096607  0.093442  0.105530
10.62  0.101101  0.105401  0.095167  0.099888  0.097753  0.094382  0.102583
10.63  0.102402  0.106666  0.096477  0.100961  0.098998  0.095337  0.100052
10.64  0.103760  0.107964  0.097842  0.102029  0.100406  0.096274  0.097626
10.65  0.105109  0.109265  0.099203  0.103124  0.101841  0.097154  0.095430
10.66  0.106509  0.110548  0.100488  0.104268  0.103050  0.097944  0.093446
10.67  0.107838  0.111782  0.101756  0.105455  0.104214  0.098615  0.091583
10.68  0.109189  0.112948  0.103013  0.106666  0.105353  0.099145  0.089948
10.69  0.110469  0.114024  0.104262  0.107893  0.106616  0.099526  0.088276
10.70  0.111670  0.114991  0.105521  0.109124  0.107862  0.099773  0.086892
10.71  0.112814  0.115858  0.106815  0.110371  0.109021  0.099910  0.085479
10.72  0.113839  0.116646  0.108111  0.111630  0.110201  0.099971  0.084197
10.73  0.114873  0.117384  0.109398  0.112899  0.111385  0.099994  0.083070
10.74  0.115844  0.118099  0.110654  0.114163  0.112575  0.100019  0.082030
10.75  0.116835  0.118831  0.111918  0.115403  0.113763  0.100063  0.081102
10.76  0.117870  0.119591  0.113239  0.116591  0.114986  0.100145  0.080236
10.77  0.118978  0.120401  0.114585  0.117710  0.116244  0.100269  0.079553
10.78  0.120120  0.121258  0.115930  0.118755  0.117585  0.100428  0.078841
10.79  0.121342  0.122159  0.117271  0.119750  0.118870  0.100606  0.078190
10.80  0.122584  0.123079  0.118578  0.120722  0.120114  0.100781  0.077614
10.81  0.123784  0.124013  0.119824  0.121701  0.121328  0.100934  0.077078
10.82  0.124979  0.124947  0.121035  0.122706  0.122530  0.101059  0.076499
10.83  0.126107  0.125893  0.122206  0.123745  0.123773  0.101157  0.075944
10.84  0.127190  0.126849  0.123364  0.124816  0.124994  0.101244  0.075525
10.85  0.128237  0.127840  0.124510  0.125932  0.126204  0.101335  0.075022
10.86  0.129280  0.128876  0.125648  0.127116  0.127391  0.101456  0.074609
10.87  0.130317  0.129976  0.126734  0.128381  0.128576  0.101640  0.074308
10.88  0.131369  0.131138  0.127842  0.129709  0.129791  0.101905  0.073951
10.89  0.132453  0.132364  0.129000  0.131063  0.131059  0.102256  0.073770
10.90  0.133566  0.133647  0.130162  0.132413  0.132362  0.102689  0.073657
10.91  0.134716  0.134969  0.131307  0.133729  0.133709  0.103179  0.073539
10.92  0.135853  0.136317  0.132435  0.134983  0.134982  0.103678  0.073554
10.93  0.137017  0.137674  0.133558  0.136160  0.136244  0.104132  0.073542
10.94  0.138200  0.139023  0.134676  0.137279  0.137527  0.104496  0.073534
10.95  0.139338  0.140361  0.135809  0.138350  0.138913  0.104743  0.073524
10.96  0.140483  0.141671  0.136925  0.139390  0.140344  0.104852  0.073467
10.97  0.141580  0.142942  0.137941  0.140385  0.141668  0.104830  0.073427
10.98  0.142650  0.144188  0.138863  0.141327  0.142862  0.104716  0.073293
10.99  0.143689  0.145398  0.139699  0.142192  0.143936  0.104555  0.073063
11.00  0.144708  0.146582  0.140461  0.142969  0.145093  0.104396  0.072856
11.01  0.145743  0.147757  0.141207  0.143660  0.146317  0.104292  0.072565
11.02  0.146793  0.148913  0.141953  0.144325  0.147595  0.104278  0.072275
11.03  0.147850  0.150079  0.142689  0.145033  0.148731  0.104386  0.071920
11.04  0.148980  0.151251  0.143424  0.145847  0.149896  0.104624  0.071628
11.05  0.150115  0.152426  0.144076  0.146782  0.150995  0.104977  0.071395
11.06  0.151246  0.153605  0.144672  0.147837  0.152133  0.105417  0.071098
11.07  0.152362  0.154772  0.145263  0.148989  0.153257  0.105923  0.070811
11.08  0.153424  0.155927  0.145813  0.150205  0.154283  0.106463  0.070561
11.09  0.154420  0.157080  0.146350  0.151462  0.155355  0.107017  0.070344
11.10  0.155330  0.158213  0.146765  0.152747  0.156223  0.107563  0.070162
11.11  0.156147  0.159355  0.147091  0.154031  0.157155  0.108079  0.069966
11.12  0.156890  0.160488  0.147366  0.155276  0.158081  0.108557  0.069761
11.13  0.157567  0.161618  0.147563  0.156448  0.158746  0.108983  0.069624
11.14  0.158253  0.162752  0.147781  0.157528  0.159408  0.109364  0.069507
11.15  0.158966  0.163852  0.148029  0.158504  0.160006  0.109701  0.069393
11.16  0.159749  0.164936  0.148285  0.159393  0.160867  0.110002  0.069402
11.17  0.160647  0.165967  0.148595  0.160233  0.161548  0.110294  0.069444
11.18  0.161611  0.166941  0.148926  0.161054  0.162100  0.110583  0.069497
11.19  0.162703  0.167850  0.149373  0.161875  0.162568  0.110875  0.069696
11.20  0.163876  0.168676  0.149916  0.162730  0.163356  0.111182  0.069845
11.21  0.165112  0.169447  0.150555  0.163646  0.164127  0.111499  0.070026
11.22  0.166390  0.170145  0.151289  0.164645  0.164827  0.111825  0.070406
11.23  0.167654  0.170808  0.152143  0.165725  0.165571  0.112154  0.070644
11.24  0.168900  0.171442  0.152980  0.166862  0.166600  0.112488  0.070912
11.25  0.170046  0.172060  0.153857  0.168040  0.167432  0.112811  0.071393
11.26  0.171093  0.172683  0.154724  0.169227  0.168223  0.113125  0.071632
11.27  0.172019  0.173299  0.155745  0.170357  0.169201  0.113407  0.071911
11.28  0.172800  0.173919  0.156703  0.171411  0.170388  0.113642  0.072380
11.29  0.173440  0.174538  0.157604  0.172384  0.171307  0.113833  0.072583
11.30  0.173983  0.175136  0.158458  0.173272  0.172102  0.113965  0.072778
11.31  0.174422  0.175720  0.159326  0.174077  0.173147  0.114042  0.073047
11.32  0.174815  0.176281  0.160094  0.174821  0.174070  0.114078  0.073167
11.33  0.175170  0.176817  0.160888  0.175530  0.174822  0.114077  0.073396
11.34  0.175579  0.177346  0.161709  0.176236  0.175612  0.114061  0.073529
11.35  0.175944  0.177861  0.162602  0.176968  0.176514  0.114059  0.073695
11.36  0.176360  0.178384  0.163460  0.177734  0.177453  0.114084  0.073982
11.37  0.176767  0.178935  0.164324  0.178501  0.178268  0.114161  0.074172
11.38  0.177177  0.179513  0.165183  0.179210  0.179042  0.114317  0.074378
11.39  0.177548  0.180130  0.166069  0.179811  0.179914  0.114541  0.074599
11.40  0.177892  0.180787  0.166983  0.180244  0.180909  0.114838  0.074870
11.41  0.178241  0.181471  0.167896  0.180501  0.181637  0.115193  0.075112
11.42  0.178566  0.182175  0.168924  0.180603  0.182566  0.115564  0.075057
11.43  0.178866  0.182880  0.169908  0.180580  0.183425  0.115941  0.075238
11.44  0.179207  0.183570  0.170994  0.180496  0.184418  0.116292  0.075385
11.45  0.179604  0.184234  0.172086  0.180434  0.185108  0.116586  0.075146
11.46  0.180040  0.184869  0.173318  0.180447  0.186003  0.116828  0.075100
11.47  0.180571  0.185473  0.174602  0.180608  0.186956  0.117024  0.075063
11.48  0.181223  0.186063  0.175967  0.180961  0.187701  0.117187  0.074753
11.49  0.182043  0.186647  0.177464  0.181493  0.188653  0.117335  0.074633
11.50  0.182895  0.187236  0.179015  0.182154  0.189649  0.117484  0.074313
11.51  0.183907  0.187847  0.180574  0.182897  0.190559  0.117655  0.074166
11.52  0.184977  0.188488  0.182190  0.183679  0.191707  0.117869  0.073849
11.53  0.186071  0.189164  0.183745  0.184479  0.192639  0.118110  0.073451
11.54  0.187123  0.189895  0.185307  0.185301  0.193626  0.118398  0.073389
11.55  0.188138  0.190693  0.186861  0.186154  0.194672  0.118722  0.072885
11.56  0.189115  0.191567  0.188300  0.187080  0.195799  0.119073  0.072519
11.57  0.189934  0.192523  0.189611  0.188088  0.196520  0.119440  0.072646
11.58  0.190707  0.193559  0.190867  0.189182  0.197441  0.119806  0.072198
11.59  0.191411  0.194674  0.192089  0.190372  0.198643  0.120179  0.071825
11.60  0.192077  0.195859  0.193228  0.191643  0.199518  0.120565  0.071802
11.61  0.192689  0.197086  0.194344  0.192978  0.200194  0.120960  0.071864
11.62  0.193341  0.198326  0.195373  0.194351  0.201177  0.121368  0.071864
11.63  0.193994  0.199552  0.196211  0.195764  0.201766  0.121792  0.071840
11.64  0.194655  0.200718  0.197050  0.197236  0.202362  0.122222  0.072010
11.65  0.195299  0.201805  0.197828  0.198753  0.202883  0.122657  0.072530
11.66  0.195940  0.202781  0.198538  0.200292  0.203412  0.123081  0.072570
11.67  0.196519  0.203628  0.199191  0.201830  0.203688  0.123478  0.072975
11.68  0.197030  0.204326  0.199834  0.203322  0.203917  0.123838  0.073740
11.69  0.197438  0.204854  0.200399  0.204735  0.203890  0.124119  0.074383
11.70  0.197706  0.205174  0.200814  0.206056  0.203860  0.124305  0.075131
11.71  0.197811  0.205285  0.201170  0.207274  0.203528  0.124397  0.075963
11.72  0.197688  0.205152  0.201486  0.208382  0.203189  0.124354  0.076922
11.73  0.197295  0.204768  0.201650  0.209366  0.202691  0.124214  0.078030
11.74  0.196650  0.204125  0.201666  0.210204  0.201567  0.123977  0.079001
11.75  0.195733  0.203219  0.201606  0.210884  0.200705  0.123642  0.080376
11.76  0.194493  0.202056  0.201471  0.211381  0.199660  0.123234  0.081711
11.77  0.193001  0.200646  0.201149  0.211684  0.198340  0.122720  0.082985
11.78  0.191244  0.199001  0.200720  0.211766  0.196628  0.122131  0.084405
11.79  0.189247  0.197128  0.200172  0.211576  0.195190  0.121453  0.085990
11.80  0.187014  0.195041  0.199500  0.211102  0.193429  0.120670  0.087618
11.81  0.184604  0.192764  0.198721  0.210328  0.191411  0.119828  0.089143
11.82  0.182065  0.190323  0.197851  0.209244  0.189395  0.118914  0.090685
11.83  0.179450  0.187738  0.196871  0.207857  0.187536  0.117966  0.092529
11.84  0.176768  0.185036  0.195706  0.206177  0.185374  0.116987  0.094254
11.85  0.174092  0.182259  0.194442  0.204213  0.182761  0.115953  0.095928
11.86  0.171465  0.179433  0.193046  0.202003  0.180651  0.114901  0.097612
11.87  0.168867  0.176596  0.191559  0.199595  0.178512  0.113806  0.099236
11.88  0.166352  0.173785  0.189937  0.197053  0.175694  0.112700  0.101308
11.89  0.163925  0.171044  0.188380  0.194436  0.173753  0.111587  0.103147
11.90  0.161597  0.168416  0.186737  0.191805  0.171781  0.110483  0.104871
11.91  0.159397  0.165944  0.185015  0.189204  0.169373  0.109448  0.106969
11.92  0.157375  0.163673  0.183460  0.186658  0.167416  0.108469  0.108876
11.93  0.155524  0.161623  0.181920  0.184225  0.165913  0.107608  0.111257
11.94  0.153821  0.159801  0.180477  0.181912  0.164349  0.106839  0.113722
11.95  0.152363  0.158212  0.179228  0.179733  0.162813  0.106124  0.116035
11.96  0.151182  0.156845  0.178010  0.177719  0.161874  0.105455  0.118836
11.97  0.150131  0.155648  0.176873  0.175840  0.160890  0.104739  0.121362
11.98  0.149270  0.154602  0.175883  0.174088  0.159881  0.103945  0.124123
11.99  0.148634  0.153664  0.174904  0.172464  0.159326  0.102988  0.126871
12.00  0.148114  0.152836  0.173988  0.170981  0.158692  0.101844  0.129458
12.01  0.147773  0.152102  0.173190  0.169647  0.158353  0.100498  0.132270
12.02  0.147592  0.151490  0.172477  0.168443  0.158140  0.098896  0.134888
12.03  0.147486  0.151002  0.171723  0.167360  0.157838  0.097112  0.137425
12.04  0.147517  0.150658  0.171011  0.166399  0.157818  0.095150  0.140005
12.05  0.147663  0.150486  0.170369  0.165541  0.157708  0.093057  0.142480
12.06  0.147863  0.150476  0.169697  0.164760  0.157807  0.090941  0.145204
12.07  0.148170  0.150634  0.169129  0.164028  0.158122  0.088857  0.147543
12.08  0.148570  0.150952  0.168612  0.163385  0.158377  0.086915  0.149812
12.09  0.149016  0.151413  0.168130  0.162862  0.158872  0.085145  0.152302
12.10  0.149509  0.151990  0.167735  0.162499  0.159480  0.083667  0.154791
12.11  0.150004  0.152655  0.167325  0.162373  0.160050  0.082464  0.157352
12.12  0.150426  0.153379  0.166843  0.162485  0.160515  0.081486  0.159793
12.13  0.150762  0.154126  0.166405  0.162823  0.160972  0.080720  0.162158
12.14  0.150953  0.154876  0.165955  0.163342  0.161618  0.080107  0.164663
12.15  0.150960  0.155604  0.165390  0.163985  0.162067  0.079591  0.167240
12.16  0.150819  0.156275  0.164746  0.164678  0.162368  0.079140  0.169795
12.17  0.150507  0.156878  0.164014  0.165319  0.162503  0.078743  0.172366
12.18  0.149937  0.157394  0.163140  0.165876  0.162578  0.078382  0.174732
12.19  0.149249  0.157809  0.162063  0.166248  0.162461  0.078051  0.177116
12.20  0.148371  0.158094  0.160884  0.166381  0.161862  0.077773  0.179555
12.21  0.147289  0.158250  0.159574  0.166303  0.161209  0.077529  0.182140
12.22  0.146151  0.158234  0.158165  0.166039  0.160606  0.077323  0.184534
12.23  0.144780  0.158043  0.156624  0.165660  0.159277  0.077178  0.186805
12.24  0.143198  0.157631  0.154960  0.165185  0.158308  0.077090  0.188867
12.25  0.141493  0.157005  0.153088  0.164603  0.156904  0.077064  0.191060
12.26  0.139545  0.156132  0.151064  0.163821  0.154679  0.077125  0.193323
12.27  0.137367  0.154999  0.149152  0.162803  0.153233  0.077277  0.195499
12.28  0.135097  0.153610  0.147034  0.161528  0.151183  0.077491  0.197309
12.29  0.132608  0.151926  0.144870  0.159946  0.148529  0.077804  0.198968
12.30  0.129973  0.149976  0.142834  0.158129  0.146399  0.078223  0.200414
12.31  0.127298  0.147763  0.140573  0.156112  0.144009  0.078708  0.202051
12.32  0.124349  0.145258  0.138256  0.153900  0.141038  0.079313  0.203396
12.33  0.121298  0.142515  0.135926  0.151548  0.138106  0.080008  0.204455
12.34  0.118165  0.139498  0.133539  0.149063  0.135265  0.080760  0.205211
12.35  0.114802  0.136229  0.131102  0.146441  0.131671  0.081588  0.205691
12.36  0.111378  0.132721  0.128681  0.143640  0.128751  0.082460  0.206281
12.37  0.107705  0.128994  0.126164  0.140657  0.125568  0.083362  0.206561
12.38  0.103929  0.125073  0.123509  0.137439  0.121888  0.084283  0.206711
12.39  0.100145  0.120980  0.120894  0.134011  0.118399  0.085207  0.206479
12.40  0.096247  0.116739  0.118151  0.130379  0.114350  0.086124  0.205897
12.41  0.092347  0.112372  0.115460  0.126647  0.110904  0.087018  0.205500
12.42  0.088571  0.107891  0.112684  0.122882  0.106851  0.087922  0.204796
12.43  0.084739  0.103344  0.110087  0.119137  0.103248  0.088807  0.204253
12.44  0.080913  0.098733  0.107444  0.115429  0.099899  0.089699  0.203392
12.45  0.077182  0.094123  0.104795  0.111759  0.096076  0.090599  0.202296
12.46  0.073309  0.089514  0.102176  0.108123  0.092360  0.091504  0.201312
12.47  0.069630  0.084943  0.099367  0.104473  0.088759  0.092427  0.200133
12.48  0.065843  0.080442  0.096556  0.100817  0.085574  0.093352  0.199263
12.49  0.062020  0.076030  0.093588  0.097104  0.081299  0.094279  0.198283
12.50  0.058345  0.071731  0.090772  0.093332  0.078118  0.095224  0.197383
12.51  0.054535  0.067549  0.087864  0.089497  0.074721  0.096179  0.196440
